subscriberkey,eventdate,isunique,jobid
003500R71ql360rQB1,2024-02-09 05:56:30,1,890767
003500j12IospCgI2a,2024-02-01 13:58:33,1,851689
0035000DEyFL7M8mr1,2024-02-18 03:21:29,1,851677
003500JZPp11t1JvtL,2024-02-10 15:28:29,1,890767
003500pp3HpfT34N12,2024-02-04 20:44:10,1,851689
003500U5s4v0k5M6zQ,2024-02-18 16:17:08,0,851643
003500ZfFX1C6YsNML,2024-02-10 00:10:44,1,851643
0035007UJju1264C80,2024-02-17 16:38:47,1,890767
003500LC9BODEiuTzm,2024-02-01 08:39:54,1,851677
003500EaLU8y49c0dr,2024-02-27 12:15:57,1,853497
003500ou6m7nwoM97f,2024-02-03 06:52:18,1,853497
003500yYW4KZ3U2S0P,2024-02-07 14:44:11,1,851643
0035007ck8vr313ojO,2024-02-08 00:53:44,1,890767
0035000Z9WKBUgbT5C,2024-02-20 02:59:20,1,890767
0035004P3qHJ2ETHz6,2024-02-02 01:00:31,1,851097
003500QA4N9Q7mw8p9,2024-02-14 02:59:58,1,851677
003500gt09EO29lWiF,2024-02-17 08:09:04,1,851097
003500Zb16u5ZC2lXI,2024-02-02 06:44:32,1,851643
0035000h075s0PFhf1,2024-02-13 20:32:18,1,851643
003500y5d5EVEk3Nk4,2024-02-24 23:59:09,1,853497
003500UUU47zP74VWU,2024-02-02 16:26:17,1,851097
003500RM8KG5TuAj18,2024-02-11 12:17:20,1,851677
0035008aXB7XKrPmP8,2024-02-01 00:37:30,1,853497
0035006DD2hq03LTUT,2024-02-04 15:55:14,1,851677
0035002ly2fYan8V5J,2024-02-23 07:53:56,1,890767
003500Fs0pGtX87dJ9,2024-02-17 18:30:50,1,851689
003500l8KpawYdjIt8,2024-02-06 17:54:17,1,890767
0035002RrSg7SP3cAr,2024-02-09 19:20:52,1,851677
003500ZZbw99bMj0JS,2024-02-15 06:39:34,0,890767
0035000WTotT1hZdzj,2024-02-08 22:13:29,1,890767
003500GOojWHIn4EOl,2024-02-23 20:18:22,1,851643
0035006aEC57SS6538,2024-02-19 21:15:34,1,851097
00350005025X71HuU7,2024-02-20 13:48:59,1,851643
003500lWD831KRT2qt,2024-02-06 07:13:21,0,851097
003500QQM481GZ3NFj,2024-02-10 19:47:10,1,851677
00350084uo886DHrDb,2024-02-20 13:59:53,1,853497
0035007w13g0FOgjH0,2024-02-21 16:05:02,1,851643
0035005Pz9N3OsIw9S,2024-02-16 14:19:14,0,851677
0035002460CKF72695,2024-02-13 17:47:25,1,851097
003500I5sFZp2866fG,2024-02-11 06:00:26,1,851643
003500ahOjM66J9e53,2024-02-07 04:40:29,1,851677
0035004b80lnYawf8v,2024-02-12 10:04:19,1,851097
003500T4nG07oeszvc,2024-02-28 20:55:01,1,851097
003500QA4N9Q7mw8p9,2024-02-16 08:48:48,1,890767
003500GFd2XfP8J8LB,2024-02-22 03:04:36,1,851097
003500cI396o5jAMGr,2024-02-06 19:21:11,1,851689
003500oS7XRqSuGyQ2,2024-02-08 14:46:28,1,851689
003500B30gxJz6HLkg,2024-02-13 16:52:05,1,853497
003500l3hW3o8G14uW,2024-02-21 05:29:11,1,851643
003500P5ys6aJwkuoN,2024-02-01 10:28:32,1,851689
003500FVbw1142fbq6,2024-02-12 04:50:16,1,851689
003500D07gx51e0w49,2024-02-15 10:02:12,1,851097
003500w19O21j35cDi,2024-02-02 07:27:01,1,890767
003500M2cE7oe9NFUZ,2024-02-25 08:40:02,1,851677
003500l5905y6nXfd1,2024-02-12 18:21:16,1,853497
0035000L19GUIxvc3Y,2024-02-10 20:03:51,1,851689
003500O4Vw8mX97YAT,2024-02-15 09:28:13,1,851677
003500Ld4VTzDIuJi0,2024-02-02 03:24:49,1,851097
003500rT74o9UceN26,2024-02-21 05:57:38,1,890767
00350069eVKyJMB91h,2024-02-22 02:01:22,1,851097
003500r0G8XeL7dP63,2024-02-23 02:07:40,1,851643
0035007Z1fSX6Dk4rQ,2024-02-02 23:26:24,1,851097
003500bbxRG37v92nr,2024-02-10 21:44:24,1,890767
0035003rdPYx78xOcI,2024-02-24 03:16:58,1,851643
003500M2cE7oe9NFUZ,2024-02-27 13:02:01,1,853497
0035009pspHe8rho3g,2024-02-26 22:53:41,1,890767
0035002vLukDdG6e9P,2024-02-23 21:45:06,1,851097
003500M7Q93CKG2je2,2024-02-07 18:31:57,1,851689
0035005cZP8a7zr8AT,2024-02-15 07:21:29,1,853497
003500P7FM1y5287iR,2024-02-22 22:00:17,1,890767
003500P7ImOR6r5WDT,2024-02-05 12:23:48,1,851677
003500WI444kFdT9vl,2024-02-22 02:55:03,1,853497
0035005o8yHNZqlb36,2024-02-04 07:50:01,1,890767
00350018qAt9pmP9ON,2024-02-07 05:53:41,1,851677
003500HqJvkA1hs98g,2024-02-09 20:10:22,1,851689
003500lVp9KJ4vFDvM,2024-02-08 16:39:52,1,890767
0035008RYDeWB9snPR,2024-02-24 02:19:27,0,851689
003500h5TGE5Q56Cl9,2024-02-15 07:58:28,1,851643
00350098rfLkUlL4vM,2024-02-25 23:01:55,1,851689
003500mMxW25G2R7QZ,2024-02-03 12:58:32,1,851677
003500emxykY34PTXp,2024-02-07 20:40:41,1,890767
003500m3jjR3S8d408,2024-02-19 12:14:57,1,851097
00350016R0V283n86c,2024-02-20 05:12:56,1,890767
003500Y15Z1x0le33v,2024-02-01 17:47:58,1,853497
003500NG12z9Nn3LU5,2024-02-27 14:40:37,1,853497
003500lWD831KRT2qt,2024-02-15 14:07:36,1,890767
003500diigi29cu2vY,2024-02-06 16:46:18,1,890767
00350043f8Q3Pf5rbA,2024-02-23 04:09:56,1,890767
003500viWUPlNzMIxX,2024-02-09 01:22:26,1,851689
0035007w13g0FOgjH0,2024-02-19 19:11:06,1,890767
0035009QYRaSHZxqQW,2024-02-06 05:22:15,1,851689
003500VWPf5Et2364l,2024-02-01 19:04:47,1,851689
003500VDN5i3NkoGOW,2024-02-18 07:02:38,1,853497
003500h140Ec9b35UX,2024-02-11 12:59:30,1,853497
003500C9NOfM403gH7,2024-02-10 11:09:33,1,851643
00350021ei88r120kN,2024-02-19 18:11:03,1,851677
003500b2dh3V1YOw6t,2024-02-09 00:53:39,1,851677
003500atxqDjOhTlG4,2024-02-13 02:24:31,1,851097
003500RwA71J70tnZ7,2024-02-05 06:50:10,1,851677
003500z3SG22VKkltB,2024-02-14 05:49:46,1,853497
0035001O5jYk1YJw65,2024-02-02 11:33:44,1,851097
0035007qbF107MM1c2,2024-02-20 02:34:28,1,851097
0035001qG8xHZy8vMH,2024-02-23 04:41:36,1,851677
003500Y8z340Bu22bm,2024-02-14 11:07:30,1,890767
00350003rHTbZ7wrP7,2024-02-11 10:49:19,1,890767
0035008IvQH4U13PBm,2024-02-17 07:45:54,0,851689
003500Kjvx0rqu1832,2024-02-11 23:21:07,1,851097
0035003Fl137Q3d3qv,2024-02-25 20:24:37,1,851677
003500s2n63T7422Tl,2024-02-18 11:22:53,1,851677
003500K4u90zgQ7h9A,2024-02-20 00:00:42,1,851689
003500s0FzSieE3a8A,2024-02-10 07:29:29,1,853497
003500qsWZ4Zc9VU88,2024-02-02 06:43:34,1,890767
0035008rYt02UMKZ8A,2024-02-22 17:01:21,1,851689
003500B3a6aixUq68F,2024-02-27 01:40:17,1,851097
003500bc4ln30oVsmw,2024-02-05 13:33:01,1,851097
003500Tmrdg1d8kEHS,2024-02-26 09:32:24,1,851097
0035001Biv15iSBQ77,2024-02-09 21:28:07,1,851097
003500IX56rpt21Z4a,2024-02-08 22:45:30,1,851677
0035007J9MmtoyHN6O,2024-02-26 20:10:10,1,851643
